Tier,ProductCode,Product Description
3,630299,Toilet linen and kitchen linen of other textile
2,6303,Curtains (incl. drapes) and interior blinds; cu
3,630311,Curtains and interior blinds; valances of cotto
3,630312,"Curtains, etc; valances of synthetic fibres, kn"
3,630319,"Curtains, etc; valances of textile materials, k"
3,630391,Curtains and interior blinds; curtain or bed va
3,630392,Curtains and interior blinds; curtain/bed valan
3,630399,Curtains and interior blinds; curtain/bed valan
2,6304,"Other furnishing articles, nes (excl. of 94.04)"
3,630411,Knitted or crocheted bedspreads
3,630419,Bedspreads (excl. knitted or crocheted)
3,630491,"Knitted or crocheted furnishing articles, nes"
3,630492,"Furnishing articles, nes, of cotton (excl. knit"
3,630493,Furnishing articles of synthetic fibres (excl.
3,630499,Furnishing articles of other textiles (excl. kn
2,6305,"Sacks and bags, used for packing goods"
3,630510,"Sacks and bags, used for packing goods, of jute"
3,630520,"Sacks and bags, used for packing goods, of cott"
3,630531,"Sacks and bags, used for packing goods, of poly"
3,630539,"Sacks and bags, used for packing goods, of man-"
3,630590,"Sacks and bags, used for packing goods, of othe"
2,6306,"Tarpaulins, awnings and sunblinds; tents; sails"
3,630611,"Tarpaulins, awnings and sunblinds, of cotton"
3,630612,"Tarpaulins, awnings and sunblinds, of synthetic"
3,630619,"Tarpaulins, awnings and sunblinds, of other tex"
3,630621,Tents of cotton
3,630622,Tents of synthetic fibres
3,630629,"Tents of other textiles, nes"
3,630631,Sails of synthetic fibres
3,630639,Sails of other textiles (excl. synthetic fibres
3,630641,"Pneumatic mattresses, of cotton"
3,630649,"Pneumatic mattresses, of other textiles (excl."
3,630691,"Camping goods, of cotton (excl. tents)"
3,630699,Camping goods of other textiles (excl. cotton a
2,6307,Other made up articles (incl. dress patterns)
3,630710,"Floor-cloths, dish-cloths, dusters and similar"
3,630720,Life-jackets and life-belts
3,630790,"Made up articles (incl. dress patterns), nes"
2,6308,"Sets of woven fabric and yarn, for making up in"
3,630800,"Sets of woven fabric and yarn, for making up in"
2,6309,Worn clothing and other worn articles
3,630900,Worn clothing and other worn articles
2,6310,"Used or new rags, scrap twine, cordage, rope an"
3,631010,"Used or new rags, worn out scrap twine, cordage"
3,631090,"Used or new rags, worn out scrap twine, cordage"
1,64,"Footwear, gaiters and the like; parts of  such"
2,6401,Waterproof footwear...
3,640110,Waterproof footwear incorporating a protective
3,640191,Waterproof footwear covering the knee...
3,640192,Waterproof footwear covering the ankle but not
3,640199,Waterproof footwear (not covering the ankle)
2,6402,Other footwear with outer soles and uppers of r
3,640211,Ski-boots and cross-country ski footwear of rub
3,640219,"Sport footwear, nes, of rubber or plastics"
3,640220,"Footwear with thongs plugged into soles, of rub"
3,640230,"Footwear, with metal toe-cap, of rubber or plas"
3,640291,"Footwear, nes, covering the ankle of rubber or"
3,640299,"Footwear, nes, not covering the ankle, of rubbe"
2,6403,"Footwear, with rubber, plastics, leather... sol"
3,640311,"Ski-boots, etc, with rubber, plastics, leather."
3,640319,"Sports footwear, with rubber, plastics, leather"
3,640320,"Sandles, with leather soles and straps (over in"
3,640330,"Footwear with a wood base, no inner soles or ca"
3,640340,"Footwear, with a metal toe-cap, leather uppers"
3,640351,"Footwear with leather soles and uppers, coverin"
3,640359,"Footwear with leather soles and uppers, not cov"
3,640391,Footwear with rubber... soles and leather upper
3,640399,"Footwear with rubber... soles, leather uppers,"
2,6404,"Footwear with rubber, plastic, leather soles an"
3,640411,"Sports footwear,with rubber or plastic soles an"
3,640419,"Other footwear,with rubber or plastic soles and"
3,640420,Footwear with leather or composition leather so
2,6405,"Other footwear, nes"
3,640510,"Footwear, nes, with leather or composition leat"
3,640520,"Footwear, nes, with textile uppers"
3,640590,"Footwear, nes"
2,6406,"Parts of footwear; removable in-soles, etc; gai"
3,640610,Uppers and parts thereof (excl. stiffeners)
3,640620,Outer soles and heels of rubber or plastics
3,640691,"Wooden parts of footwear (excl. uppers, outer s"
3,640699,"Non-wood parts of footwear (excl. uppers, outer"
1,65,Headgear and parts thereof.
2,6501,"Hat-forms, hat bodies and hoods of felt; platea"
3,650100,"Hat-forms, hat bodies and hoods of felt; platea"
2,6502,"Hat-shapes, plaited or made by assembling strip"
3,650200,"Hat-shapes, plaited or made by assembling strip"
2,6503,"Felt hats and other felt headgear, made from th"
3,650300,"Felt hats and other felt headgear, made from th"
2,6504,"Hats and other headgear, plaited or assembled b"
3,650400,"Hats and other headgear, plaited or assembled b"
2,6505,"Hats and other headgear, kintted or crocheted.."
3,650510,Hair-nets of any material
3,650590,"Hats and other headgear, knitted or crocheted,"
2,6506,Other headgear
3,650610,Safety headgear
3,650691,"Hats and other headgear, of rubber or plastics"
3,650692,"Hats and other headgear, of furskin"
3,650699,"Hats and other headgear, nes"
2,6507,"Head-bands, linings, covers, hat foundations, e"
3,650700,"Head-bands, linings, covers, hat foundations, e"
1,66,"Umbrellas, walking-sticks, seat-sticks,  whips,"
2,6601,"Umbrellas, sun umbrellas, garden umbrellas"
3,660110,Garden or similar umbrellas
3,660191,"Umbrellas and sun umbrellas, having a telescopi"
3,660199,"Umbrellas and sun umbrellas, nes"
2,6602,"Walking-sticks, seat-sticks, whips, riding-crop"
3,660200,"Walking-sticks, seat-sticks, whips, riding-crop"
2,6603,"Parts, trimmings and accessories of articles of"
3,660310,Handles and knobs of articles of 66.01 or 66.02
3,660320,"Umbrella frames, including frames mounted on sh"
3,660390,"Parts, trimmings and accessories of articles of"
1,67,Prepr feathers & down; arti flower;  articles h
2,6701,"Prepared skins of birds with feathers or down,"
3,670100,"Prepared skins of birds with feathers or down,"
2,6702,"Artificial flowers, foliage and fruit; articles"
3,670210,"Artificial flowers, foliage and fruit and artic"
3,670290,"Artificial flowers, foliage, etc and articles t"
2,6703,"Human hair, dressed, etc; animal hair and synth"
3,670300,"Human hair, dressed, etc; animal hair and synth"
2,6704,"Wigs, false beards, eyebrows and eyelashes, etc"
3,670411,Complete wigs of synthetic textile materials
3,670419,"False beards, eyebrows and eyelashes, etc, of s"
3,670420,"Wigs, false beards, eyebrows, etc and articles,"
3,670490,"Wigs, false beards, eyebrows, etc, nes"
1,68,"Art of stone, plaster, cement, asbestos,  mica/"
2,6801,"Setts, curbstones and flagstones, of natural st"
3,680100,"Setts, curbstones and flagstones of natural sto"
2,6802,Worked monumental stones or building stone and
3,680210,Tiles etc rect or not >7 cm etc; arti coloured
3,680221,"Monumental/building stone,cut/sawn flat/even,ma"
3,680222,"Monumental/building stone, cut/sawn flat or eve"
3,680223,"Monumental/building stone, cut/sawn flat or eve"
3,680229,"Monumental/building stone, cut/sawn flat or eve"
3,680291,"Worked monumental/building stone nes, marble, t"
3,680292,"Worked monumental/building stone nes, calcareou"
3,680293,"Worked monumental/building stone nes, granite"
3,680299,Worked monumental/building stone nes
2,6803,Worked slate and articles of slare or agglomera
3,680300,Worked slate and articles of slate or of agglom
2,6804,"Millstones,grindstones,grinding wheels and the"
3,680410,"Millstones and grindstones for milling, grindin"
3,680421,"Millstones,grindstones etc of agglomerated synt"
3,680422,"Millstones, grindstones etc of oth agglomerated"
3,680423,"Millstones, grindstones etc of natural stone"
3,680430,Hand sharpening or polishing stones
2,6805,"Natural or artificial abrasive powder/grain,on"
3,680510,Natural or artificial abrasive powder or grain
3,680520,Natural or artificial abrasive powder or grain
3,680530,Natural or artificial abrasive powder or grain
2,6806,"Slag wool,rock wool,similar min.wools;exfoliate"
3,680610,"Slag wool, rock wool & similar mineral wools in"
3,680620,"Exfoliated vermiculite,expanded clays,foamed sl"
3,680690,"Art. of heat/sound insulating,etc,nes,mineral m"
2,6807,Articles of asphalt/similar material(petroleum
3,680710,"Asphalt or similar material articles, in rolls"
3,680790,Asphalt or similar material articles nes
2,6808,"Panels,boards,tiles,blocks etc. of vegetable fi"
3,680800,"Panels,boards etc of veg fbr,straw etc agglomer"
2,6809,Articles of plaster or of composition based on
3,680911,Plaster boards etc not ornamental faced or rein
3,680919,Plaster boards etc not ornamental faced or rein
3,680990,Articles of plaster or compositions based on pl
2,6810,"Articles of cement,of concrete/artificial stone"
3,681011,"Building blocks and bricks of cement, concrete"
3,681019,"Tiles,flagstones and similar art. of cement/con"
3,681020,Pipes of cement or concrete
3,681091,Prefabri structural components of buildings etc
3,681099,"Articles of cement, of concrete or of artificia"
2,6811,"Articles of asbestos-cement,of cellulose fibre-"
3,681110,"Corrugated sheets of asbestos-cement,of cellulo"
3,681120,"Sheets nes,panels/tiles etc of asbestos-cement,"
3,681130,"Tubes,pipes&tube or pipe fittings of asbestos-c"
3,681190,"Articles nes, of asbestos-cement of cellulose f"
2,6812,Fabricated asbestos fibres;mixtures with a basi
3,681210,Asbestos fibres etc
3,681220,Asbestos yarn and thread
3,681230,"Asbestos cords and string, whether or not plait"
3,681240,Asbestos woven or knitted fabric
3,681250,"Asbestos clothing, clothing accessories, footwe"
3,681260,"Asbestos paper, millboard and felt"
3,681270,"Compressed asbestos fibre jointing, in sheets o"
3,681290,Asbestos fabricated products nes
2,6813,"Friction material and etc.,not mounted for brak"
3,681310,Asbestos brake linings and pads
3,681390,Asbestos friction material and articles nes
2,6814,"Worked mica and articles,including agglomerated"
3,681410,"Mica plates,sheets and strips,agglomerated/reco"
3,681490,Worked mica and articles of mica nes
2,6815,"Articles of stone or of other mineral,nes"
3,681510,Non-electrical articles of graphite or other ca
3,681520,Articles of peat
3,681591,"Articles containing magnesite, dolomite or chro"
3,681599,Articles of stone or of other mineral substance
1,69,Ceramic products.
2,6901,"Bricks,blocks,tiles etc. of siliceous fossil me"
3,690100,"Bricks, blocks etc&ceramic gds of siliceous fos"
2,6902,"Refractory bricks,blocks,tiles etc.,except thos"
3,690210,"Refractory bricks etc >50% Mg, Ca or Cr express"
3,690220,"Refractory bricks etc >50% alumina Al2O3, silic"
3,690290,Refractory bricks etc nes
2,6903,"Other refractory ceramic goods,except siliceous"
3,690310,"Refractory ceramic gds nes, >50% of graphite or"
3,690320,"Refractory ceramic gds nes,>50% of Al2O3 or mx/"
3,690390,Refractory ceramic goods nes
2,6904,"Ceramic building bricks,flooring blocks,support"
3,690410,Building bricks
3,690490,"Ceramic flooring blocks, support or filler tile"
2,6905,"Roofing tiles,chimney-pots,cowls,etc.architectu"
3,690510,"Roofing tiles, ceramic"
3,690590,"Chimney-pots, cowls, chimney liners etc&oth cer"
2,6906,"Ceramic pipes,conduits,guttering and pipe fitti"
3,690600,"Ceramic pipes, conduits, guttering and pipe fit"
2,6907,"Unglazed ceramic flags,paving,hearth/wall tiles"
3,690710,"Tiles, cubes and sim <7 cm rect or not etc, ung"
3,690790,"Tiles, cubes and sim nes, unglazed ceramics"
2,6908,"Glazed ceramic flags and paving,hearth or wall"
3,690810,"Tiles, cubes and sim <7 cm rect or not etc, gla"
3,690890,"Tiles, cubes and sim nes, glazed ceramics"
2,6909,"Ceramic wares for lab,chem etc.similar receptac"
3,690911,"Ceramic wares laboratory,chemical/oth technical"
3,690919,"Ceramic wares laboratory, chemical/other techni"
3,690990,"Ceramic troughs, tubes etc used in agriculture,"
2,6910,"Ceramic sinks,wash basins/pedestals,baths,bidet"
3,691010,"Ceramic sinks,wash basins etc&similar sanitary"
3,691090,"Ceramic sinks, wash basins etc & similar sanita"
2,6911,"Tableware,kitchenware,other household,toilet ar"
3,691110,Tableware and kitchenware of porcelain or china
3,691190,Household articles nes & toilet articles of por
2,6912,"Ceramic table/kitchenware,household,toilet arti"
3,691200,"Ceramic tableware, kitchenware, other household"
2,6913,Statuettes and other ornamental ceramic article
3,691310,Statuettes and other ornamental articles of por
3,691390,Statuettes and other ornamental articles of cer
2,6914,Other ceramic articles
3,691410,Articles of porcelain or china nes
3,691490,Articles of ceramics nes
1,70,Glass and glassware.
2,7001,Cullet and other waste and scrap of glass;glass
3,700100,Cullet and other waste and scrap of glass; glas
2,7002,Glass in balls(other than microspheres of headi
3,700210,"Balls, glass exc microspheres of No 70.18"
3,700220,"Rods, glass"
3,700231,Tubes of fused quartz or other fused silica
3,700232,Tubes of glass linear coef of exp =<5 X 10-6 pe
3,700239,Tubes of glass nes
2,7003,"Cast glass,rolled glass, in sheets or profiles"
3,700311,Cast gls sheets non-wired coloured etc having a
3,700319,Cast glass sheets non-wired nes
3,700320,Cast glass sheets wired
3,700330,Cast glass profiles
2,7004,"Drawn glass and blown glass,etc."
3,700410,"Drawn glass sheets, coloured etc having an abso"
3,700490,Drawn glass in sheets nes
2,7005,"Float glass,surface ground/polished,in sheets"
3,700510,"Float gls etc in sheets,non-wired having an abs"
3,700521,"Float glass etc in sheets, non-wired coloured t"
3,700529,"Float glass etc in sheets, non-wired nes"
3,700530,"Float glass etc in sheets, wired"
2,7006,"Glass of head.70.03,70.04 or 70.05,bent,edge-wo"
3,700600,"Glass of 70.03, 70.04, 70.05 bent, edge-worked"
2,7007,"Safety glass,consisting of toughened(tempered)"
3,700711,"Safety gls toughened (tempered) for vehicles,ai"
3,700719,Safety glass toughened (tempered) nes
3,700721,"Safety glass laminated for vehicles, aircraft,"
3,700729,Safety glass laminated nes
2,7008,Multiple-walled insulating units of glass
3,700800,Multiple-walled insulating units of glass
2,7009,"Glass mirrors,whether or not framed,including r"
3,700910,Rear-view mirrors for vehicles
3,700991,"Glass mirrors, unframed"
3,700992,"Glass mirrors, framed"
2,7010,"Carboys,bottles,flasks,jars,etc. of glass, used"
3,701010,Ampoules of glass conveyance or packing
3,701090,Carboys/bottles/flasks etc for conveyance of gd
2,7011,"Glass envelopes(bulbs,tubes),without fittings,e"
3,701110,Glass envelopes (including bulbs/tubes) for ele
3,701120,Glass envelopes (including bulbs/tubes) for cat
3,701190,Glass envelopes (including bulbs/tubes) nes
2,7012,Glass inners for vacuum flasks or for the vacuu
3,701200,Glass inners for vacuum flasks or for other vac
2,7013,Glass articles used for indoor decoration or si
3,701310,"Glassware of a kind used for table kitchen, etc"
3,701321,"Drinking glasses other than glass-ceramics, of"
3,701329,Drinking glasses other than glass-ceramics nes
3,701331,Table/kitchenware (exc drinking gls) o/t gls-ce
3,701332,Table/kitchenware (exc drinking gls) o/t gls ce
3,701339,Table/kitchenware (exc drinking glasses) other
3,701391,Glassware nes of lead crystal (other than that
3,701399,Glassware nes (other than that of 70.10 or 70.1
2,7014,Signalling glassware and optical elements of gl
3,701400,Signalling glsware&optical elements gls (o/t 70
2,7015,"Clock or watch glasses,glasses for spectacles,"
3,701510,"Glasses for corrective spectacles, not opticall"
3,701590,Clock or watch glasses etc curved/bent not opti
2,7016,"Paving blocks,slabs,bricks,squares,tiles & othe"
3,701610,Gls cubes&oth gls smallwares backed or not for
3,701690,"Paving blocks etc for building/const etc, leade"
2,7017,"Laboratory,hygienic or pharmaceutical glassware"
3,701710,"Laboratory,hygienic or pharmaceutical glsware e"
3,701720,Laboratory glassware etc of other glass linear
3,701790,"Laboratory, hygienic or pharmaceutical glasswar"
2,7018,"Glass beads,imitation pearls,imitation precious"
3,701810,"Glass beads, imitation pearls, imitation precio"
3,701820,Glass microspheres not exceeding 1 mm in diamet
3,701890,"Articles of glass etc exc jewellery, glass eyes"
2,7019,Glass fibres(including glass wool) and articles
3,701910,"Slivers, rovings, yarn and chopped strands of g"
3,701920,"Woven fabrics, including narrow fabrics of glas"
3,701931,Mats of glass fibres
3,701932,Thin sheets (voiles) of glass fibres
3,701939,"Webs, mattresses, boards and similar nonwoven p"
3,701990,Glass fibres (including glass wool) and article
2,7020,Other articles of glass
3,702000,Articles of glass nes
1,71,"Natural/cultured pearls, prec stones &  metals,"
2,7101,"Pearls natural,cultured,graded/ungraded,strung/"
3,710110,Pearls natural whether or not worked or graded
3,710121,Pearls cultured unworked
3,710122,Pearls cultured worked
2,7102,Diamonds worked/not worked but not mounted or s
3,710210,Diamonds unsorted whether or not worked
3,710221,"Diamonds industrial unworked or simply sawn, cl"
3,710229,Diamonds industrial nes excluding mounted or se
3,710231,Diamonds non-industrial unworked or simply sawn
3,710239,Diamonds non-industrial nes excluding mounted o
2,7103,"Precious,semi-precious stones (other than diamo"
3,710310,Prec or semi-prec stones (o/t diamonds) unwkd o
3,710391,"Rubies, sapphires and emeralds further worked t"
3,710399,Precious or semi-precious stones nes further wk
2,7104,"Artificial,synthetic precious,semi-precious sto"
3,710410,Piezo-electric quartz whether or not worked or
3,710420,Syn or reconstr prec/semi-prec stones unwkd (si
3,710490,Syn or reconstr prec/semi-prec stones further w
2,7105,"Dust,powder of natural,artificial precious,semi"
3,710510,Diamond dust or powder
3,710590,Natural or synthetic precious or semi-precious
2,7106,"Silver(plated with gold,platinum)unwrought,semi"
3,710610,Silver powder
3,710691,Silver in unwrought forms
3,710692,Silver in oth semi-manufactured forms (silver p
2,7107,"Base metals clad with silver,not further worked"
3,710700,"Base metals clad with silver, not further worke"
2,7108,"Gold(platinum plated)unwrought,semi-manufacture"
3,710811,Gold powder non-monetary
3,710812,Gold in unwrought forms non-monetary
3,710813,"Gold in oth semi-manufactured forms,non-monetar"
3,710820,Monetary gold
2,7109,"Base matals/silver,clad with gold not worked th"
3,710900,"Base metals or silver, clad with gold, not furt"
2,7110,"Platinum,unwrought,in semi-manufactured or in p"
3,711011,Platinum unwrought or in powder form
3,711019,Platinum in other semi-manufactured forms
3,711021,Palladium unwrought or in powder form
3,711029,Palladium in other semi-manufactured forms
3,711031,Rhodium unwrought or in powder form
3,711039,Rhodium in other semi-manufactured forms
3,711041,"Iridium, osmium and ruthenium unwrought or in p"
3,711049,"Iridium, osmium and ruthenium in other semi-man"
2,7111,"Base metals,silver or gold clad with platinum n"
3,711100,"Base metals, silver or gold clad with platinum"
2,7112,"Waste,scrap of precious metal or of metal clad"
3,711210,"Waste&scrap of gold,incl mtl clad w gold,excl s"
3,711220,"Waste&scrap of platinum,incl mtl clad w plat ex"
3,711290,Waste&scrap of precious metal or of metal clad
2,7113,"Jewelles and parts of precious metal,metal clad"
3,711311,Art. of jewellery and pts thereof of silver w/n
3,711319,Art. of jewellery and pts thereof of/o prec mtl
3,711320,Art. of jewellery and pts thereof of base mtl c
2,7114,Articles of gold/silversmiths wares of precious
3,711411,Art. of gold or silversmiths&parts of silver w/
3,711419,Art. of gold or silversmiths&parts of prec mtl
3,711420,Articles of gold or silversmiths & parts of bas
2,7115,Other articles of precious metal or of metal cl
3,711510,"Catalysts in the form of wire cloth or grill, o"
3,711590,Articles of precious metal or of metal clad wit
2,7116,"Articles of natural/cultured pearls,precious/se"
3,711610,Articles of natural or cultured pearls
3,711620,"Art. of precious or semi-precious stones,natura"
2,7117,Imitations jewellery
3,711711,Imitation jewellery cuff-links &studs of base m
3,711719,Imitation jewellery nes of base mtl whether or
3,711790,Imitation jewellery nes
2,7118,Coin
3,711810,Coin (other than gold coin) not being legal ten
3,711890,Coin nes
1,72,Iron and steel.
2,7201,"Pig iron and spiegeleisen in pigs,blocks or oth"
3,720110,"Pig iron,non-alloy,containing by wt.=<0.5% of p"
3,720120,"Pig iron,non-alloy,containing by wt. >0.5% of p"
3,720130,"Pig iron, alloy in primary forms"
3,720140,Spiegeleisen in primary forms
2,7202,Ferro-alloys
3,720211,"Ferro-manganese, containing by weight more than"
3,720219,"Ferro-manganese, nes"
3,720221,"Ferro-silicon, containing by weight more than 5"
3,720229,"Ferro-silicon, nes"
3,720230,Ferro-silico-manganese
3,720241,Ferro-chromium containing by weight more than 4
3,720249,"Ferro-chromium, nes"
3,720250,Ferro-silico-chromium
3,720260,Ferro-nickel
3,720270,Ferro-molybdenum
3,720280,Ferro-tungsten and ferro-silico-tungsten
3,720291,Ferro-titanium and ferro-silico-titanium
3,720292,Ferro-vanadium
3,720293,Ferro-niobium
3,720299,"Ferro-alloys, nes"
2,7203,Ferrous producsts obtained by direct reduction
3,720310,Ferrous products obtained by direct reduction o
3,720390,"Spongy ferrous products, or iron having a minim"
2,7204,"Ferrous waste,scrap remelting scrap ingots or i"
3,720410,"Waste and scrap, cast iron"
3,720421,"Waste and scrap, stainless steel"
3,720429,"Waste and scrap, of alloy steel, other than sta"
3,720430,"Waste and scrap, of tinned iron or steel"
3,720441,"Ferrous waste and scrap,i or s,from the mechani"
3,720449,"Ferrous waste and scrap, iron or steel, nes"
3,720450,"Remelting scrap ingots, of iron or steel"
2,7205,"Granules and powders,of pig iron,spiegeleisen,i"
3,720510,Granules of pig iron or spiegeleisen
3,720521,"Powders, alloy steel"
3,720529,"Powders, iron or steel, other than alloy"
2,7206,"Iron,non-alloy steel in ingots/other primary fo"
3,720610,"Ingots, iron or non-alloy steel, of a purity of"
3,720690,"Primary forms, iron or non-alloy steel, nes, of"
2,7207,Semi-finished products of iron or non-alloy ste
3,720711,"Semi-fin prod,i/nas,rect/sq cross-sect cntg by"
3,720712,"Semi-fin prod,iron or n-al steel,rect/ sq cross"
3,720719,"Semi-fin prod, iron or non-alloy steel, cntg by"
3,720720,"Semi-fin prod, iron or non-alloy steel, w/ carb"
2,7208,"Flat-rolled products of iron/non-alloy steel, o"
3,720811,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, >"
3,720812,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 4"
3,720813,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 3"
3,720814,"Flat rolled prod, i/nas, in coil, hr, =>600mm w"
3,720821,"Flat rolled prod, i/nas, in coil, hr, =>600mm w"
3,720822,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 4"
3,720823,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 3"
3,720824,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, l"
3,720831,"Flat rolled prod, i/nas,nic,hr,=>600mm width, ="
3,720832,"Flat rolled prod, i/nas, nic, hr =>600mm wide,"
3,720833,"Flat rlld prod, i/nas, nic, hr=>600mm w, 4.75mm"
3,720834,"Flat rolled prod, i/nas,nic,hr=>600mm wide, 3mm"
3,720835,"Flat rolled prod, i/nas,nic,hr=>600mm wide, les"
3,720841,"Flat rolled prod, i/nas, nic, hr 600mm =<width"
3,720842,"Flat rolled prod, i/nas, not in coil, hr =>600m"
3,720843,"Flat rlld prod, i/nas, not in coil, hr=>600mm w"
3,720844,"Flat rolled prod, i/nas, not in coil, hr =>600m"
3,720845,"Flat rolled prod, i/nas, not in coil, hr =>600m"
3,720890,"Flat rolled prod, i/nas, not further worked tha"
2,7209,"Flat-rolled products of iron/non-alloy steel, o"
3,720911,"Flat rolled prod, i/nas, in coil, cr, =>600mm w"
3,720912,"Flat rlld prod, i/nas, in coil, cr,=>600mm w, 1"
3,720913,"Flat rlld prod,i/nas,in coil,cr,=>600mm w,0.5mm"
3,720914,"Flat rlld prod, i/nas, in coil, cr,=>600mm w, <"
3,720921,"Flat rolled prod, i/nas, in coil, cr, =>600mm w"
3,720922,"Flat rolled prod, i/nas, in coil, cr, =>600mm w"
3,720923,"Flat rlld prod, i/nas, in coil, cr,=>600mm w, 0"
3,720924,"Flat rlld prod, i/nas, in coil, cr,=>600mm w, l"
3,720931,"Flat rlld prod, i/nas, not in coil, cr=>600mm w"
3,720932,"Flat rolled prod, i/nas, not in coil,cr=>600mm"
3,720933,"Flat rlld prod,i/nas,not in coil,cr=>600mm w,0."
3,720934,"Flat rlld prod, i/nas, not in coil, cr=>600mm w"
3,720941,"Flat rlld prod, i/nas, not in coil, cr=>600mm w"
3,720942,"Flat rolled prod, i/nas, not in coil, cr =>600m"
3,720943,"Flat rolled prod, i/nas, not in coil, cr =>600m"
3,720944,"Flat rlld prod, i/nas, not in coil, cr=>600mm w"
3,720990,"Flat rolled prod, i/nas, not in coil, cr =>600m"
2,7210,"Flat-rolled products of iron/non-alloy steel, o"
3,721011,"Flat rolled prod,i/nas, plated or coated with t"
3,721012,"Flat rlld prod, i/nas, plated or coated with ti"
3,721020,"Flat rlld prod,plated or coated with lead,=>600"
3,721031,"Flat rolled prod,steel,electro pltd/w/ zinc,<3m"
3,721039,"Flat rolled prod, i/nas, electro pltd or ctd w"
3,721041,"Flat rolled prod, i/nas, pltd or ctd w zinc, co"
3,721049,"Flat rolled prod, i/nas, plated or coated with"
3,721050,"Flat rlld prod,i/nas,pltd or ctd w chrom oxides"
3,721060,"Flat rolled prod, i/nas, plated or coated with"
3,721070,"Flat rolled prod,i/nas,painted,varnish./coated"
3,721090,"Flat rolled prod, i/nas, clad, plated or coated"
2,7211,"Flat-rolled products of iron/non-alloy steel, o"
3,721111,"Flat rlld prod,i/nas,hr,rlld on 4 face,150mm <w"
3,721112,"Flat rolled prod, i/nas, hr, <600mm wide =>4.75"
3,721119,"Flat rlld prod,i/nas,hr,<600mm wide <3mm thk my"
3,721121,"Flat rlld prod,i/nas,hr,rlld on 4 faces,150mm <"
3,721122,"Flat rolled prod, i/nas, hr, <600mm wide, =>4.7"
3,721129,"Flat rolled prod, i/nas, hr, <600mm wide nes"
3,721130,"Flat rlld prod,i/nas,cr,<600mm wide<3mm thk myp"
3,721141,"Flat rlld prod,i/nas,cr,<600mm wide cntg by wt"
3,721149,"Flat rolled prod, i/nas, cold rolled or cold re"
3,721190,"Flat rolled prod, i/nas, <600mm wide, not clad,"
2,7212,"Flat-rolled products of iron/non-alloy steel, o"
3,721210,"Flat rolled prod, i/nas, <600mm wide, plated or"
3,721221,"Flat rlld prod, steel, <600mm w, <3mm thk myp 2"
3,721229,"Flat rolled prod, i/nas, <600mm wide, clad, pla"
3,721230,"Flat rolled prod, i/nas, <600mm wide, o/w plate"
3,721240,"Flat rolled prod,i/nas,<600mm wide,painted,varn"
3,721250,"Flat rolled prod, i/nas, <600mm wide, plated or"
3,721260,"Flat rolled prod, i/nas, <600mm wide, clad"
2,7213,"Bars and rods,hot-rolled,in irregulary wound co"
3,721310,"Bars & rods, i/nas, hr,in irreg wound coils,cnt"
3,721320,"Bars & rods, i/nas, hr, in irreg wound coils, o"
3,721331,"Bars/rods,i/nas,hr,in irreg wnd coils of circ c"
3,721339,"Bars & rods, i/nas, hr, containing by weight le"
3,721341,"Bars&rods,i/nas,hr,of circ cross sect<14mm dia,"
3,721349,"Bars & rods, i/nas, hr, containing by wght 0.25"
3,721350,"Bars&rods,iron or non-alloy steel,hr containing"
2,7214,"Other bars,rods of iron/non-alloy steel,not fur"
3,721410,"Bars & rods, iron or non-alloy steel forged"
3,721420,"Bars&rods,i/nas,hr,hd or he,cntg indent,ribs,et"
3,721430,"Bars&rods, i/nas, hot rlld drawn or extruded of"
3,721440,"Bars&rods,i/nas,hot rlld,drawn/extruded,cntg by"
3,721450,"Bars & rods, i/nas, hr, hd or he, cntg by wght"
3,721460,"Bars & rods, i/nas, hr, hd or he, cntg by wght"
2,7215,Other bars and rods of iron or non-alloy steel
3,721510,"Bars&rods,i/nas,nfw than cold formed or finishe"
3,721520,"Bars & rods, i/nas, nfw than cold formed or fin"
3,721530,"Bars&rods,i/nas,nfw than cold formed or finishe"
3,721540,"Bars & rods, i/nas, nfw than cold formed or fin"
3,721590,"Bars & rods, i/nas, nes"
2,7216,"Angles,shapes and sections of iron or non-alloy"
3,721610,"Sections, U,I or H,i/nas,nfw than hot rolled/dr"
3,721621,"Sections,L,i/nas,nfw than hot rlld,drawn/extrud"
3,721622,"Sections,T,i/nas,nfw than hot rlld,drawn/extrud"
3,721631,"Sections,U,i/nas,nfw than hot rlld,drawn/extrud"
3,721632,"Sections,I,i/nas,nfw than hot rlld,drawn/extrud"
3,721633,"Sections,H,i/nas,nfw than hot rlld,drawn/extrud"
3,721640,"Sections, L or T, i/nas, nfw than hot rlld, dra"
3,721650,"Angles,shapes and sect,i/nas,nfw than hot rlld/"
3,721660,"Angles, shapes and sections, i/nas, nfw than co"
3,721690,"Angles, shapes and sections, iron or non-alloy"
2,7217,Wire of iron or non-alloy steel
3,721711,"Wire,i/nas,polished or not,but not plated or co"
3,721712,"Wire,i/nas,plated or coated with zinc,containin"
3,721713,"Wire,i/nas,plated or coated with oth base mtls"
